edge_id,from_node,to_node,amount,asset,timestamp,evidence_type,tx_hash,utr,block_number
CP-CYBER-2026-003-E012,0xfc560e2e03603e6ec608bafe2de1f2f636221c44,0x1ff748904d4c32e9903e2d349e4f0381e9c6072f,2400.00,USDT,2026-07-03T15:59:00+05:30,confirmed_onchain,0x4e5bdb9e46863e1707b07fc0b105321e3483b19a9229f5f0bc06b8e8f1a2f190,,20114933
CP-CYBER-2026-003-E013,0xfc560e2e03603e6ec608bafe2de1f2f636221c44,0x04fce43d98af9d2781ad4a4b7e0ce22f1c84239e,1800.00,USDT,2026-07-03T16:01:00+05:30,confirmed_onchain,0x8f1b82ea663d2b6da6ec0259b38895c681083a95c000f43a1c944b19f97ad56b,,20114936
CP-CYBER-2026-003-E014,0xfc560e2e03603e6ec608bafe2de1f2f636221c44,0x959e26d4f95b3a9805f035a036a46c6fe55b200b,1100.00,USDT,2026-07-03T16:03:00+05:30,confirmed_onchain,0xc40ec90fc85b382424289c161cfda19051dc341539af85135ba71d59b84457bd,,20114939
CP-CYBER-2026-003-E015,0xfc560e2e03603e6ec608bafe2de1f2f636221c44,0xf7e752b3196bb97907314fce42db41eb33dbc090,600.00,USDT,2026-07-03T16:05:00+05:30,confirmed_onchain,0x6f65cb623a225afaabf9928f35a9153484e3f3b9b5ca2cc5a68f585fa65d4059,,20114942
CP-CYBER-2026-003-E016,0xfc560e2e03603e6ec608bafe2de1f2f636221c44,0xa48646da1dc281e33a31a816acaea0f5f41b2d72,4.42,ETH,2026-07-03T16:24:00+05:30,confirmed_onchain,0x05df585ec9f6febc2a223b8af3ddfc3d44cc45efaede91aaa7d93306ac421ed8,,20115010
CP-CYBER-2026-003-E017,0x1ff748904d4c32e9903e2d349e4f0381e9c6072f,0xed9b38cb7430ba8808e6b3ce0736e573167c5947,2400.00,USDT,2026-07-03T16:37:00+05:30,confirmed_onchain,0x2f6e7d6c1080469467d7b14d87cc308c0ae6d99861587717d3f735005429810f,,20115066
CP-CYBER-2026-003-E018,0x04fce43d98af9d2781ad4a4b7e0ce22f1c84239e,0xed9b38cb7430ba8808e6b3ce0736e573167c5947,1800.00,USDT,2026-07-03T16:44:00+05:30,confirmed_onchain,0xbc5010786e74c661efea59eb9e353080a84d94c781e49871ed4fdde4c97735f9,,20115094
CP-CYBER-2026-003-E019,0xed9b38cb7430ba8808e6b3ce0736e573167c5947,TQLchAo4LfSQmCMhrG9VqBuRg5DGNNokR,4150.00,USDT,2026-07-03T16:58:00+05:30,confirmed_onchain,0x9b849d386b71bc5afddaffd508b7b8578d7830e0ce7e30c00586928bf1ee6a16,,63907441
CP-CYBER-2026-003-E020,0xa48646da1dc281e33a31a816acaea0f5f41b2d72,0x8c27921fa4ae2dccf2d40e426bad900b4f037da2,3200.00,USDT,2026-07-03T16:50:00+05:30,confirmed_onchain,0x1b7968f89a2c794ebd4c63c4f85d2fbb64656ee9c3928070bf30a81cf365f1b4,,20115120
CP-CYBER-2026-003-E021,TQLchAo4LfSQmCMhrG9VqBuRg5DGNNokR,0x9518c4e838717a8f7135b8602f2e14f0a91b9440,4150.00,USDT,2026-07-03T17:17:00+05:30,confirmed_onchain,0x1d875e545c1e7434d4b1f66bb01ff31d7c8cc1894c362f723d66b7f08ad44e2a,,20115260
CP-CYBER-2026-003-E022,0x959e26d4f95b3a9805f035a036a46c6fe55b200b,P2P_TRADER_INR_31,1100.00,USDT,2026-07-03T17:32:00+05:30,confirmed_onchain,0x35d29ddf6bc7fa6ef40951694085ac06af46e72473709e6352a52125e5f4303c,,20115301
CP-CYBER-2026-003-E023,P2P_TRADER_INR_31,YESB_XXXXXXXX6640,99400.00,INR,2026-07-03T18:00:00+05:30,inferred_correlation,0xab2c8d331b52d08e75bad48bad0f27c2c6d4fda328e1d15bfa41595f5a6f35f2,,
CP-CYBER-2026-003-E024,0xf7e752b3196bb97907314fce42db41eb33dbc090,0x6e1adcf3371617d426ee746ff9c8832c9870484f,600.00,USDT,2026-07-03T17:43:00+05:30,confirmed_onchain,0x63f77f2e083d6569d72275cc5738d1172b6bc319222fbc38b82fdac4f7d1b1ee,,20115340
